Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1360368280,GGF2457,NY,PAS,08/31/2015,50,SDN,SAAB,P,54050,38030,38080,20150604,0067,67,164,953509,0164,0000,0200A,,K,F,9525,KINGS HWY,,0,408,E5,,BBBBBBB,ALL,ALL,WHITE,0,1998,-,0,,,,,
1360367366,GJG3074,NY,PAS,08/31/2015,40,SDN,HYUND,P,64830,41730,40230,20150717,0067,67,164,951925,0164,0000,0824P,,K,F,1452,NEW YORK AVE,,0,408,F7,,BBBBBBB,ALL,ALL,WT,0,2013,-,0,,,,,
1354826115,9358CS,PA,PAS,08/31/2015,46,,,P,19270,24890,10210,0,0025,25,25,943777,0025,0000,1258P,,NY,O,164,E 116 ST,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1351645651,GCR3883,NY,PAS,08/31/2015,67,SUBN,DODGE,P,0,0,0,20150106,0050,50,50,946399,0050,0000,0145A,,BX,,,N/EC/O UNIVERSITY,RESERVOIR,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,2005,-,0,,,,,
1350055104,GFR3837,NY,PAS,08/31/2015,50,SUBN,NISSA,P,16740,35780,10140,20150602,110,110,110,942382,0110,0000,1050A,,Q,F,42-64,81 ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2002,-,0,,,,,
1347748581,DHY3195,NY,PAS,09/01/2015,46,SUBN,JEEP,P,27330,18630,67030,20140110,0079,79,79,936629,0079,0000,0550P,,K,F,270,CLIFTON PL,,0,408,E5,,BBBBBBB,ALL,ALL,GY,0,2005,-,0,,,,,
1357517373,BML7481,NY,PAS,09/01/2015,71,SUBN,NISSA,P,0,0,0,20140402,105,105,105,928760,0105,0000,0307A,,Q,,,C/O 262 ST,149 RD,0,408,J6,,BBBBBBB,ALL,ALL,RED,0,2011,-,0,,,,,
1349899768,FPY5032,NY,PAS,09/01/2015,40,SDN,AUDI,P,15920,77850,0,20140227,0045,45,163,941601,0163,0000,0905P,,BX,,,BRUCKNER BLVD,WILKINSON AVE,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,1999,-,1,,,,,
1367245734,GJY8666,NY,PAS,09/02/2015,21,SUBN,OLDSM,P,72830,83330,55530,20150902,0081,81,81,949047,0081,0000,0105P,,K,O,313 A,PULASKI ST,,0,408,F2,,BYBBYBB,1200P,0130P,TAN,0,1999,-,0,,,,,
1356796436,58691MD,NY,COM,09/02/2015,78,VAN,FORD,P,50290,35780,16490,20150831,104,104,104,950446,0104,0000,0325A,,Q,F,78-04,QUEENS MIDTOWN EXP,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1349325739,HGR5083,PA,PAS,09/02/2015,53,SUBN,ROVER,P,36420,50120,69920,0,0044,44,44,942798,0044,0000,5436P,,BX,O,1166,GRAND CONCOURSE,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1361000302,90935JX,NY,COM,09/03/2015,46,DELV,MITSU,P,17850,10210,10110,20141231,0017,17,17,944343,0017,0000,1035A,,NY,F,212,E 43 ST,,0,408,I4,,BBBBBBB,ALL,ALL,WHT,0,2007,-,0,,,,,
1360012631,GHM9388,NY,PAS,09/03/2015,14,SDN,MITSU,P,13430,5280,5430,20150603,0084,84,84,949137,0084,0000,0530P,,NY,F,562,ATLANTIC AV,,0,408,F7,,BBBBBBB,ALL,ALL,BLACK,0,2013,-,0,,,,,
1353275085,FDF3238,NY,PAS,09/03/2015,40,SUBN,DODGE,P,17340,7990,8190,20140919,115,115,420,936663,0420,0000,1235P,,Q,F,31-06,85 ST,,0,408,J3,,BBBBBBB,ALL,ALL,GRY,0,2002,-,0,,,,,
1359623498,GEU6429,NY,PAS,09/03/2015,71,SDN,HYUND,P,80330,73690,67030,20150303,0077,77,165,954084,0165,0000,0147A,,K,O,817,ST JOHNS PL,,0,408,F7,,BBBBBBB,ALL,ALL,RED,0,2004,-,0,,,,,
1354573493,GDN2595,NY,PAS,09/03/2015,20,SDN,VOLKS,P,9680,6880,6980,20150403,0062,62,62,935726,0062,0000,1226P,,K,F,1809,62 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
1353616990,39947JH,NY,COM,09/03/2015,46,DELV,INTER,P,45602,34430,34450,20131231,,0,401,927387,0401,0000,0705A,,,F,1,PENN PLAZA,,0,408,F1,,YYYYYYY,ALL,ALL,WHT,0,2001,-,0,,,,,
1356363015,FFR8607,NY,PAS,09/04/2015,74,SDN,MINI,X,34190,10910,11010,20141220,0010,10,10,940689,0010,0000,0425P,,NY,O,441,W 21ST STREET,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0,2012,-,0,,,,,
1354275573,1886599,ME,PAS,09/04/2015,46,TRLR,,P,37550,11710,12010,0,0034,34,34,903106,0034,0000,0906A,0835A,NY,F,500,W .190 ST,,20130904,408,F1,,BBBBBBB,ALL,ALL,WT,0,0,-,0,,,,,
1358003324,41969JU,NY,COM,09/04/2015,37,VAN,FORD,P,34590,10610,10810,20150630,0014,14,161,954426,0161,0000,1247P,,NY,F,242,W 41 ST,,0,408,C,,BBYBBBB,0919A,1219P,WHITE,0,2005,144-5957,0,,,,,
6020402940,DHJ8261,NY,PAS,09/05/2015,94,SDN,MITSU,X,0,0,0,20150905,,0,0,330029,T108,0000,,,,,,,,0,408,5,0,YYYYYYY,ALL,ALL,BLU,0,1997,,0,0000,,,,
1358003350,29198JW,NY,COM,09/05/2015,38,VAN,CHEVR,P,10810,34630,34650,20141231,0014,14,161,954426,0161,0000,0204P,,NY,F,689,8TH AVE,,0,408,99,,BBBBBBB,ALL,ALL,RED,0,2007,-,0,,,,,
1357333134,FFE5472,NY,PAS,09/05/2015,83,VAN,FORD,P,54100,53030,47030,20140512,0083,83,83,913793,0083,0000,0137A,,K,F,717,KNICKERBOCKER AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,,,,,
1346184306,FDV4808,NY,PAS,09/05/2015,71,SDN,HONDA,P,25930,65130,57230,20140819,0073,73,165,951876,0165,0000,0854P,,K,O,497,CHESTER ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2004,-,0,,,,,
1348848947,DWG6445,NY,999,09/05/2015,72,SDN,FORD,P,0,0,0,20150201,0040,40,163,952409,0163,0000,1008P,,BX,,,BROOK AVE 20,N E 153 ST,0,408,F1,,BBBBBBB,ALL,ALL,TN,0,1999,-,0,,,,,
1365171814,EVD2028,NY,PAS,09/06/2015,98,VAN,CHEVR,P,0,40404,40404,20150906,0050,50,50,949232,0050,0000,1025P,,BX,O,40,W 225,,0,408,E1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1353602710,30904JX,NY,COM,09/06/2015,46,VAN,,P,0,40404,40404,0,0019,19,406,907102,0406,0000,0939A,,NY,O,755,MADIOSN,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0,0,-,0,,,,,
1347514661,44089JB,NY,COM,09/06/2015,78,VAN,FORD,P,23905,20450,27380,20150430,120,120,120,936157,0120,0000,0150A,,R,F,20,CLOVE LAKE PL,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,1997,-,0,,,,,
1360772066,FAD7827,NY,PAS,09/07/2015,71,SDN,MITSU,P,25390,97890,22450,20140502,0025,25,25,893937,0025,0000,0953A,,NY,F,2171,MADISON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0,2010,-,0,,,,,
1346183697,ENM5116,NY,PAS,09/07/2015,19,SUBN,MAZDA,P,70930,49230,12430,20141123,0073,73,73,945371,0073,0000,0523P,,K,F,1585,PITKIN AV,,0,408,J6,,BBBBBBB,ALL,ALL,GREY,0,2004,-,0,,,,,
1356916892,FEN2575,NY,PAS,09/08/2015,40,VAN,DODGE,P,37030,13610,21190,20150326,0033,33,33,950571,0033,0000,1003P,,NY,F,601,W 163 ST,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,1999,-,0,,,,,
1354890334,AHX5069,NY,PAS,09/08/2015,40,SUBN,CHEVR,P,18690,27790,24890,20150423,0019,19,19,936626,0019,0000,0425P,,NY,F,132,EAST 85 ST,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,1999,-,9,,,,,
1353275206,EVR4087,NY,PAS,09/08/2015,80,VAN,FORD,P,15790,7790,7990,20140131,115,115,420,936663,0420,0000,1020A,,Q,O,30-08,75 ST,,0,408,J2,,BBBBBBB,ALL,ALL,GREEN,0,2002,-,0,,,,,
1354578077,GEA4070,NY,PAS,09/08/2015,20,SDN,CHRYS,P,16030,18950,77030,20150123,0062,62,62,947227,0062,0000,1215P,,K,F,373,BAY 8 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2010,-,0,,,,,
1360505817,GDL4438,NY,PAS,09/09/2015,21,SUBN,FORD,P,0,0,0,20150430,115,115,115,936931,0115,0000,1035A,,Q,,,W/S 81 ST,NORTH OF 35 AVE,0,408,N8,,YBBBBBB,0930A,1100A,WHITE,0,2013,-,0,,,,,
1357225167,FRL2542,NY,PAS,09/09/2015,14,SDN,HONDA,P,17390,13113,31710,20150710,0013,13,13,951286,0013,0000,0017A,,NY,F,420,E 20TH ST,,0,408,K2,,BBBBBBB,ALL,ALL,TAN,0,1994,-,0,,,,,
1361484044,12866KA,NY,COM,09/09/2015,46,DELV,,P,25390,18390,18410,0,0019,19,406,919082,0406,0000,1028A,,NY,F,864,MADISON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1349931500,FXP7088,NY,PAS,09/09/2015,71,SDN,MITSU,P,28170,40404,40404,20140418,0047,47,47,949614,0047,0000,0509P,,BX,F,3709,E 218 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,1998,-,0,,,,,
1361461410,66117JW,NY,COM,09/09/2015,18,VAN,WORKH,P,17830,25390,32670,0,0014,14,401,916404,0401,0000,0405P,,NY,F,60,E 42ND ST,,0,408,F4,,YYYYYBB,0400P,0700P,BR,0,2007,-,0,,,,,
1360372556,DRW7955,NY,PAS,09/10/2015,40,SUBN,FORD,P,56230,67030,64830,20150527,0067,67,164,952622,0164,0000,0756P,,,F,312,LINDEN BLVD,,0,408,J6,,BBBBBBB,ALL,ALL,,0,2003,-,0,,,,,
1360779097,DM4W657,TX,PAS,09/10/2015,19,SDN,MAZDA,P,36670,11710,13610,20140131,0030,30,162,954427,0162,0000,0204A,,NY,F,563,W 145 ST,,0,408,F7,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1353571749,GAB2409,NY,PAS,09/10/2015,40,SDN,VOLKS,T,0,0,0,20140830,120,120,303,355668,T303,0000,0210P,,R,O,,W/S HODGES PL 35 FT,N/S VICTORY BLVD,0,408,J3,,BBBBBBB,ALL,ALL,WHITE,0,2004,-,4,,,,,
1359849038,71384JY,NY,999,09/11/2015,20,P-U,,P,10410,10410,25390,20130831,0019,19,20,930265,0020,0000,0105A,0105P,,F,980,5 AVE,,20130912,408,C,,BBBBBBB,0700A,0400P,WH,0,2007,-,0,,,,,
1356312986,JCX0246,PA,PAS,09/12/2015,40,SUBN,HONDA,P,0,0,0,20140801,102,102,102,951287,0102,0000,1215A,,Q,,,N/E C/O 86 ST,89 AVE,0,408,K6,,BBBBBBB,ALL,ALL,TN,0,0,-,0,,,,,
1353558071,ALN4033,NY,PAS,09/12/2015,38,SUBN,TOYOT,T,17390,48590,21950,20150722,120,120,303,356557,T303,0000,0122P,,R,F,355,BARD AVE,,0,408,I3,,YYYYYYB,0800A,0800P,RED,0,2005,-,0,,,,,
1350057113,FCY7513,NY,PAS,09/12/2015,98,SDN,TOYOT,P,47192,10890,52400,20140706,110,110,110,950470,0110,0000,0145A,,Q,F,51-48,GORSLINE ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2007,-,0,,,,,
1351415438,99354MD,NY,COM,09/13/2015,16,UTIL,HONDA,P,16150,30790,29290,20150831,0005,5,5,905442,0005,0000,0835A,,NY,O,79,CROSBY ST,,0,408,C,,YYYYYBB,0800A,0600P,GY,0,2013,-,0,,,,,
1360806532,61603MD,NY,COM,09/13/2015,20,PICK,FORD,X,30790,26990,15450,20150731,0005,5,5,924063,0005,0000,1030A,,NY,F,51,SPRING ST,,0,408,L2,,BBBBBBB,ALL,ALL,RED,0,2007,-,0,,,,,
1348791500,GGM3549,NY,PAS,09/13/2015,71,SUBN,HONDA,P,15720,25890,25920,20150730,0040,40,163,953167,0163,0000,0811P,,BX,O,354,BROOK AVE,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,2004,-,0,,,,,
1360053876,GGS7751,NY,PAS,09/14/2015,40,SDN,HONDA,P,0,0,0,20150718,0007,7,7,947352,0007,0000,0310P,,NY,F,,S/E C/O COLUMBIA ST,DELANCEY ST,0,408,K6,,BBBBBBB,ALL,ALL,RED,0,1996,-,3,,,,,
1356168516,GJB4306,NY,PAS,09/14/2015,46,SUBN,JEEP,P,26230,31330,59430,20150814,0066,66,66,951465,0066,0000,0558P,,K,F,90,CHURCH AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
1360360025,FJB3743,NY,PAS,09/15/2015,71,SUBN,CHEVR,X,0,0,0,20150228,0067,67,164,954238,0164,0000,1237A,,K,F,9601,E 96TH ST,C/O CHURCH ST E 90,0,408,J2,,BBBBBBB,ALL,ALL,GREEN,0,2003,-,0,,,,,
1357456920,FTV8096,NY,PAS,09/15/2015,40,SUBN,HYUND,P,48230,18630,73690,20150815,0071,71,71,950682,0071,0000,0140A,,K,F,150,HAWTHORNE ST,,0,408,D,,BBBBBBB,ALL,ALL,SLVR,0,2011,-,0,,,,,
1340646146,EXG6797,NY,PAS,09/15/2015,20,SUBN,ROVER,K,0,0,0,20140323,110,110,3,161076,0003,0000,0406P,,Q,,,FMCP,MEADOW LAKE EAST,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,
1347744630,ENM1329,NY,PAS,09/15/2015,19,SDN,HONDA,P,0,0,0,20130912,0079,79,79,940758,0079,0000,0848P,,K,F,434,GANEY BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,1999,-,0,,,,,
1158068888,FMV8970,NY,PAS,09/15/2015,20,SDN,NISSA,X,0,0,0,20150705,109,109,968,86793,0968,0000,0330A,,Q,,,DEPOT RD AND 165ST,LIRR BROADWAY STATIO,0,408,D,,BBBBBBB,0300A,0500A,BLACK,0,2011,-,0,,,,,
1351583116,GFC7656,NY,PAS,09/15/2015,67,SUBN,HONDA,P,39330,63030,93230,20150404,0088,88,88,942012,0088,0000,0201A,,K,O,161,EMERSON PLACE,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,2010,-,0,,,,,
1355112308,GFR2397,NY,PAS,09/15/2015,19,SDN,NISSA,P,64290,8590,8690,20150509,,0,114,931550,0114,0000,1210A,,Q,O,35-13,STEINWAY ST,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1355282032,DBP4747,NY,PAS,09/16/2015,40,SDN,NISSA,P,31070,35290,41700,20141024,101,101,101,945227,0101,0000,0325A,,Q,F,433,B 40 ST,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,2013,-,7,,,,,
1360046446,GHJ6535,NY,PAS,09/16/2015,71,SUBN,NISSA,P,53230,44330,70930,20150716,0075,75,165,951499,0165,0000,0931P,,K,O,323,JEROME ST,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0,2001,-,0,,,,,
1338410866,V93CHA,NJ,PAS,09/16/2015,19,SUBN,TOYOT,P,65590,65690,24940,0,107,107,107,943917,0107,0000,1200P,,Q,F,176-60,UNION TPK,,0,408,D3,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1357202283,3P52,NY,SRF,09/17/2015,40,,TOYOT,P,24890,17530,17550,20140228,0013,13,13,940648,0013,0000,0012A,,NY,O,118,LEXINGTON AVE,,0,408,E2,,BBBBBBB,ALL,ALL,YELLO,0,2013,-,0,,,,,
1361793004,ZMT508,NJ,PAS,09/17/2015,19,SDN,HONDA,P,6480,9030,9080,0,0066,66,66,937875,0066,0000,0735P,,K,F,4917,14TH AVE,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1359243033,409507,IN,PAS,09/17/2015,14,DELV,MERCU,X,34710,10410,10510,0,0018,18,18,904597,0018,0000,1105A,,NY,F,20,W 47 ST,,0,408,L2,,YYYYYBB,0700A,0200P,,0,0,-,0,,,,,
1360372611,FPE1540,NY,PAS,09/18/2015,40,SUBN,BMW,P,56230,67030,64830,20140902,0067,67,164,952622,0164,0000,0850P,,K,F,287,LINDEN BLVD,,0,408,E3,,BBBBBBB,ALL,ALL,BLK,0,2003,-,0,,,,,
1295548306,FXY8541,NY,PAS,09/18/2015,46,SDN,TOYOT,P,49690,24490,24440,20140625,103,103,171,954050,0171,0000,0755P,,,F,168-05,HILLSIDE AVE,,0,408,C,,BBBBBBB,ALL,ALL,BK,0,1997,-,0,,,,,
1354636181,DYC1920,NY,PAS,09/18/2015,40,SDN,NISSA,P,17290,17090,35780,20180412,107,107,107,936007,0107,0000,0715P,,Q,O,141-12,85 RD,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2011,-,0,,,,,
1348813593,AT75837,NY,COM,09/18/2015,80,TRLR,,P,25830,8630,72650,0,0040,40,40,934887,0040,0000,1010A,,BX,F,874,E 139 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1349939675,T628184,TN,PAS,09/18/2015,85,TRLR,,P,13820,38925,28620,0,0047,47,47,946298,0047,0000,0151A,,BX,O,4199,BOSTON ROAD,,0,408,K5,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1350603685,FBG2436,NY,PAS,09/20/2015,71,SUBN,JEEP,P,23820,32020,0,20140728,0045,45,45,945569,0045,0000,0851A,,BX,F,,DEAN AVE,FAIRMOUNT AVE,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,2011,-,0,,,,,
1361534345,63098JM,NY,COM,09/20/2015,46,VAN,,P,10610,34090,34110,0,0010,10,406,908102,0406,0000,1057A,,NY,F,112,7 AVE,,0,408,F4,,BBBBBBB,ALL,ALL,BR,0,0,-,0,,,,,
1355296717,GJH5009,NY,PAS,09/20/2015,50,SDN,NISSA,P,59200,30240,45095,20131004,101,101,101,947708,0101,0000,0500A,,Q,F,20-06,PLAINVIEW AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2009,-,0,,,,,
1357570880,DUE8825,NY,PAS,09/21/2015,17,SUBN,NISSA,P,73480,26230,13730,20131128,0067,67,67,947789,0067,0000,0615P,,K,O,560,ROCKAWAY PKWY,,0,408,K4,,BBBBBBB,ALL,ALL,BLK,0,2011,-,0,,,,,
1350104577,GFW4334,NY,PAS,09/21/2015,40,SUBN,FORD,P,18890,28790,7790,20150716,115,115,115,937495,0115,0000,0235A,,Q,F,26-48,96 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0,1998,-,0,,,,,
1358138035,EXH3446,NY,PAS,09/22/2015,20,SDN,TOYOT,P,35040,60790,57290,20150514,100,100,100,921907,0100,0000,1027A,,Q,F,270,BEACH 138 ST,,0,408,F1,,BBBBBYY,ALL,ALL,RED,0,2009,-,0,,,,,
1357601876,22803JY,NY,COM,09/22/2015,78,VAN,FORD,P,21950,47530,51750,20140831,121,121,121,941502,0121,0000,1053P,,R,F,1631,CASTLETON AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,,,,,
1357105526,EPW8603,NY,PAS,09/22/2015,19,SUBN,JEEP,P,13610,20590,37590,20150330,0034,34,34,944473,0034,0000,0411A,,NY,F,4469,BROADWAY,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,1997,-,0,,,,,
1356286483,T518235C,NY,PAS,09/22/2015,19,SDN,LINCO,P,59990,16940,10810,20130430,102,102,102,950386,0102,0000,0644A,,Q,F,126-10,QUEENS BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,GR,0,2005,-,0,,,,,
1295573994,M91CUG,NJ,PAS,09/22/2015,46,SUBN,,P,49690,24490,24440,0,107,107,171,954251,0171,0000,0710P,0710P,,F,168-21A,HILLSIDE AVE,,20130922,408,F1,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1358041076,29564MD,NY,PAS,09/23/2015,38,VAN,FORD,P,10910,34530,34550,20130331,0014,14,161,953082,0161,0000,1238P,,NY,F,508,9TH AVE,,0,408,I3,,YYYYYYB,0706A,0700P,WHITE,0,2013,144-9011,0,,,,,
1342332271,EJP8357,NY,PAS,09/23/2015,21,SDN,HONDA,S,0,0,0,20150112,115,115,0,594680,QW03,0000,1136A,,Q,,,W/S 88ST,ASTORIA  AND 25 AVE,0,408,D1,,YBBBBBB,1130A,0100P,BLACK,0,2004,-,0,,,,,
1360845197,JFH7782,PA,PAS,09/23/2015,46,SUBN,DODGE,P,50520,74330,74360,0,0044,44,44,905260,0044,0000,1229P,,BX,O,1315,MERRIAM AVE,,0,408,F1,,BBBBBBB,ALL,ALL,TAN,0,0,-,0,,,,,
1359315240,GJM1564,NY,PAS,09/23/2015,21,SUBN,FORD,S,9130,5980,6080,20150831,0066,66,0,538762,KS15,0000,0925A,,K,F,929,51 ST,,0,408,D1,,YBBBBBB,0830A,1000A,RED,0,2010,-,0,,,,,
1336868636,DKU4250,NY,PAS,09/24/2015,21,SDN,TOYOT,S,24140,14890,15140,20150915,107,107,0,533725,QE08,0000,1038A,,Q,F,71-60,162 STREET,,0,408,D1,,BYBBBBB,1030A,1200P,SILVE,0,2006,-,0,,,,,
1361088011,76159MB,NY,COM,09/24/2015,46,DELV,WORK,P,15680,14780,14830,0,0061,61,61,907968,0061,0000,0615P,,K,F,2476,BATCHELDER  ST,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0,2011,-,0,,,,,
1360746638,59916JU,NY,COM,09/25/2015,17,VAN,FORD,P,18290,10210,10110,20150531,0019,19,19,946532,0019,0000,1130A,,NY,O,200,E 65 ST,,0,408,E1,,BBBBBBB,ALL,ALL,BLUE,0,2005,-,0,,,,,
1342325217,GHG4929,NY,PAS,09/25/2015,21,SUBN,,S,11090,18490,18740,20150614,110,110,0,922405,QW04,0000,1152A,,Q,F,92-29,53 AVE,,0,408,D1,,BBYBBBB,1130A,0100P,GRAY,0,2013,-,0,,,,,
1360735215,2145170,ME,PAS,09/26/2015,66,TRLR,,S,15935,29830,77730,20210228,0076,76,0,583274,0PIU,0000,0548P,,K,O,218,BAY ST,,0,408,N8,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1325177398,GKE3015,NY,PAS,09/27/2015,67,SDN,VOLKS,P,0,0,0,20150927,108,108,108,943327,0108,0000,0156P,,Q,,,N/S 39 AV,20  W/O 49 ST,0,408,F2,,BBBBBBB,0  :,0  :,BK,0,2013,-,0,,,,,
1361004502,AL298B,NJ,PAS,09/27/2015,14,DELV,MERCU,P,0,40404,40404,0,0017,17,0,0,0CR1,0000,5217P,,NY,F,161,LEXINGTON AAAAAAABE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1357923028,FFB4815,NY,PAS,09/27/2015,19,SUBN,FORD,P,0,0,0,20140809,0052,52,52,904782,0052,0000,1015A,,BX,O,255,WEST KINGSBRIDGE,ROAD,0,408,N8,,BBBBBBB,ALL,ALL,GRAY,0,2004,-,0,,,,,
1354493631,108QBC,FL,PAS,09/27/2015,80,SUBN,DODGE,P,0,0,0,0,0052,52,163,951793,0163,0000,0335A,,BX,,,C/O W 183 ST,AQUEDUCT AV,0,408,E2,,BBBBBBB,ALL,ALL,BIK,0,2012,-,0,,,,,
1360849014,38238JM,NY,COM,09/27/2015,40,VAN,FORD,P,0,0,0,20131231,0044,44,44,921520,0044,0000,0330A,,BX,,,C/O BOSCOBEL,UNIVERSITY AE,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,,,,,
1360784834,GDN8435,NY,PAS,09/28/2015,40,SUBN,BMW,P,18830,25390,27790,20150218,0019,19,19,906453,0019,0000,0523P,,,O,75,E 93 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,2005,-,0,,,,,
1348922977,GFR9839,NY,PAS,09/28/2015,67,SDN,NISSA,P,0,40404,40404,20150430,0075,75,75,953425,0075,0000,0924P,,K,F,1199,CRYSLAL ST,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,1998,-,0,,,,,
1342325175,GGV9153,NY,PAS,09/28/2015,21,SDN,NYBE,S,10890,17740,18240,20140315,110,110,0,522405,QW04,0000,1130A,,Q,F,8709,51 AVE,,0,408,D1,,BBYBBBB,1130A,0100P,BLACK,0,2003,-,0,,,,,
1360420368,92544JJ,NY,COM,09/30/2015,14,VAN,FORD,X,28870,45440,28490,0,,0,1,941910,0001,0000,0933A,,NY,O,51,PINE ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,1985,-,0,,,,,
1360420356,92544JJ,NY,COM,09/30/2015,14,VAN,FORD,X,28870,45440,28490,0,,0,1,941910,0001,0000,0932A,,NY,O,51,PINE ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,1985,-,0,,,,,
1353657814,DDG4269,NY,PAS,09/30/2015,10,SUBN,JEEP,X,10810,34030,21740,20150403,0006,6,0,351030,MTPU,0000,1157P,,NY,F,65,8TH AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,GREEN,0,2005,-,0,,,,,
1356495424,T62561SC,NY,SRF,09/30/2015,38,SDN,LINCO,P,13610,37350,37370,20140131,0034,34,161,953054,0161,0000,0942P,,NY,F,4245,BROADWAY,,0,408,J6,,YYYYYYB,0800A,1000P,SLIVE,0,2004,-,0,,,,,
1351656144,Z75DDZ,NJ,PAS,09/30/2015,14,SUBN,JEEP,P,90880,76330,67047,0,0060,60,60,946912,0060,0000,1005P,,K,F,2951,W 8 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1350490702,GFG5014,NY,PAS,09/30/2015,21,FOUR,TOYOT,S,23220,29620,27000,20150404,0048,48,0,861688,BX06,0000,1210P,,BX,F,1963,DALY AVE,,0,408,D1,,YBBYBBB,1130A,0100P,GREY,0,2004,-,0,,,,,
1353525314,63682JM,NY,COM,10/01/2015,14,VAN,INTER,P,34630,10610,10810,0,0014,14,420,905822,0420,0000,0548P,,NY,F,210,W 43 ST,,0,408,J6,,YYYYYYY,ALL,ALL,BRN,0,1997,-,0,,,,,
1360787483,GAN1469,NY,PAS,10/01/2015,71,SUBN,NISSA,P,18730,10010,45590,20140530,0019,19,19,950305,0019,0000,1216A,,NY,F,441,E 87,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,2004,-,0,,,,,
1357645296,GGS8531,NY,PAS,10/01/2015,27,SUBN,FORD,P,57190,29090,21770,20140408,113,113,171,953426,0171,0000,1107P,,Q,F,127-04,BREWER,,0,408,K6,,BBBBBBB,ALL,ALL,BL,0,2005,-,0,,,,,
